id,hebrew,transliterated
56992,בניין,bniin
56993,הטלוויזיה,hvlwwizih
56994,נגד,ngd
56995,הצנזורה,hcnzwrh
56996,ונגד,wngd
56997,סיקור,siqwr
56998,החדשות,hxdewt
56999,הנוטה,hnwvh
57000,לצד,lcd
57001,הממשלה,hmmelh
57002,מאחרי,maxri
57003,מעשי,myei
57004,הרצח,hrcx
57005,והקולות,whqwlwt
57006,צמאי,cmai
57007,הדם,hdm
57008,נפתח,nptx
57009,בכנסת,bknst
57010,פרק,prq
57011,חדש,xde
57012,בוויכוח,bwwikwx
57013,על,yl
57014,עתיד,ytid
57015,השטחים,hevxim
57016,בגלגולים,bglgwlim
57017,שונים,ewnim
57018,הוא,hwa
57019,מתנהל,mtnhl
57020,כבר,kbr
57021,מאז,maz
57022,מנחם,mnxm
57023,בגין,bgin
57024,קמף,qmp
57025,להסיג,lhsig
57026,את,at
57027,ומשה,wmeh
57028,דיין,diin
57029,העלה,hylh
57030,את,at
57031,האוטונומיה,hawvwnwmih
57032,החד,hxd
57033,לפלשתינאים,lpletinaim
57034,רק,rq
57035,אהוד,ahwd
57036,אולמרט,awlmrv
57037,תמך,tmk
57038,עתה,yth
57039,מצדדים,mcddim
57040,ברעיונו,bryiwnw
57041,רבים,rbim
57042,ב0991,b0991
57043,יצרה,icrh
57044,קואליציות,qwaliciwt
57045,מוזרות,mwzrwt
57046,יוסי,iwsi
57047,שריד,erid
57048,כהן,khn
57049,וחיים,wxiim
57050,רמון,rmwn
57051,זאבי,zabi
57052,בעד,byd
57053,סגירת,sgirt
57054,הירוק,hirwq
57055,לעבודת,lybwdt
57056,פועלים,pwylim
57057,מהשטחים,mhevxim
57058,בישראל,bieral
57059,אלה,alh
57060,מקווים,mqwwim
57061,הארץ,harc
57062,שני,eni
57063,העמים,hymim
57064,לטראנספר,lvranspr
57065,של,el
57066,הפלשתינאים,hpletinaim
57067,אבל,abl
57068,תרופת,trwpt
57069,לפתרון,lptrwn
57070,השנוי,henwi
57071,במחלוקת,bmxlwqt
57072,אחידה,axidh
57073,עתה,yth
57074,עלתה,ylth
57075,הפרק,hprq
57076,הצעת,hcyt
57077,גד,gd
57078,יעקובי,iyqwbi
57079,מתינותה,mtinwth
57080,הסעירה,hsyirh
57081,את,at
57082,סיעות,siywt
57083,הליכוד,hlikwd
57084,והמערך,whmyrk
57085,לא,la
57086,סגירה,sgirh
57087,מיידית,miidit
57088,של,el
57089,הקו,hqw
57090,הירוק,hirwq
57091,אלא,ala
57092,לא,la
57093,נסיגה,nsigh
57094,של,el
57095,מהשטחים,mhevxim
57096,אלא,ala
57097,היערכות,hiyrkwt
57098,מכל,mkl
57099,אחריות,axriwt
57100,אלא,ala
57101,מתוכננת,mtwknnt
57102,מראש,mrae
57103,יצחק,icxq
57104,מיהר,mihr
57105,להסתייג,lhstiig
57106,הוא,hwa
57107,נגד,ngd
57108,נסיגה,nsigh
57109,בלי,bli
57110,משא,mea
57111,ומתן,wmtn
57112,שכח,ekx
57113,אלו,alw
57114,קשיים,qeiim
57115,הערים,hyrim
57116,במרוצת,bmrwct
57117,על,yl
57118,משא,mea
57119,הן,hn
57120,עם,ym
57121,חוסיין,xwsiin
57122,הן,hn
57123,הרכב,hrkb
57124,המשלחת,hmelxt
57125,הפלשתינאית,hpletinait
57126,עתה,yth
57127,בעמדתו,bymdtw
57128,על,yl
57129,ידי,idi
57130,כל,kl
57131,הניצים,hnicim
57132,וחלק,wxlq
57133,מהיונים,mhiwnim
57134,המהססים,hmhssim
57135,במערך,bmyrk
57136,שהורו,ehwrw
57137,לעכב,lykb
57138,הדיון,hdiwn
57139,במליאת,bmliat
57140,הכנסת,hknst
57141,עד,yd
57142,שישקלו,eieqlw
57143,את,at
57144,בינם,binm
57145,לבין,lbin
57146,עצמם,ycmm
57147,יוכרע,iwkry
57148,גורלה,gwrlh
57149,בסיעה,bsiyh
57150,גם,gm
57151,בליכוד,blikwd
57152,בני,bni
57153,בגין,bgin
57154,למתוח,lmtwx
57155,עליה,ylih
57156,ביקורת,biqwrt
57157,נוקבת,nwqbt
57158,הוא,hwa
57159,מצא,mca
57160,בה,bh
57161,מקסם,mqsm
57162,בלי,bli
57163,לא,la
57164,יוכל,iwkl
57165,את,at
57166,מלאכתו,mlaktw
57167,החיונית,hxiwnit
57168,ייווצר,iiwwcr
57169,בשטחים,bevxim
57170,ריק,riq
57171,ללבנוניזציה,llbnwnizcih
57172,של,el
57173,המצב,hmcb
57174,מסירת,msirt
57175,החיים,hxiim
57176,לראשי,lraei
57177,הערים,hyrim
57178,בגין,bgin
57179,בריחוק,brixwq
57180,מה,mh
57181,מהסכם,mhskm
57182,קמף,qmp
57183,לא,la
57184,תשחרר,texrr
57185,את,at
57186,מהאחריות,mhaxriwt
57187,ובוהו,wbwhw
57188,שישרור,eierwr
57189,שם,em
57190,אבל,abl
57191,הוא,hwa
57192,חושב,xweb
57193,קורה,qwrh
57194,שם,em
57195,עכשיו,ykeiw
57196,מי,mi
57197,בקאסבה,bqasbh
57198,של,el
57199,ברוב,brwb
57200,שעות,eywt
57201,היממה,himmh
57202,מי,mi
57203,רוצח,rwcx
57204,ומטיל,wmvil
57205,את,at
57206,חיתתו,xittw
57207,על,yl
57208,תושבי,twebi
57209,הכפרים,hkprim
57210,עד,yd
57211,כדי,kdi
57212,שאפילו,eapilw
57213,בבדיקה,bbdiqh
57214,בכניסה,bknish
57215,לכלא,lkla
57216,גנין,gnin
57217,אין,ain
57218,חוששים,xweeim
57219,בני,bni
57220,משפחות,mepxwt
57221,האסירים,hasirim
57222,סוהר,swhr
57223,קסמה,qsmh
57224,של,el
57225,יעקובי,iyqwbi
57226,מדאיג,mdaig
57227,את,at
57228,מנהיגי,mnhigi
57229,הליכוד,hlikwd
57230,רק,rq
57231,חלקם,xlqm
57232,המערך,hmyrk
57233,ממשיכים,mmeikim
57234,להאמין,lhamin
57235,כי,ki
57236,השליטה,helivh
57237,בשטחים,bevxim
57238,היא,hia
57239,נכס,nks
57240,גם,gm
57241,טענת,vynt
57242,בגין,bgin
57243,מסירת,msirt
57244,השלטון,helvwn
57245,המקומי,hmqwmi
57246,לראשי,lraei
57247,הערים,hyrim
57248,לא,la
57249,תפטור,tpvwr
57250,את,at
57251,ישראל,ieral
57252,מאחריות,maxriwt
57253,למתרחש,lmtrxe
57254,שם,em
57255,אינה,ainh
57256,מדויקת,mdwiqt
57257,שאינו,eainw
57258,שולט,ewlv
57259,אינו,ainw
57260,נדרש,ndre
57261,לדין,ldin
57262,וחשבון,wxebwn
57263,ורבין,wrbin
57264,לא,la
57265,מפני,mpni
57266,שתכניות,etkniwt
57267,יעקובי,iyqwbi
57268,אינן,ainn
57269,מעשיות,myeiwt
57270,הם,hm
57271,חוששים,xweeim
57272,מהיסודות,mhiswdwt
57273,התכנית,htknit
57274,מפני,mpni
57275,שהיא,ehia
57276,מחייבת,mxiibt
57277,לאפשר,laper
57278,לפלשתינאים,lpletinaim
57279,לנהל,lnhl
57280,את,at
57281,בעצמם,bycmm
57282,לגייס,lgiis
57283,הון,hwn
57284,זר,zr
57285,ולהשקיע,wlheqiy
57286,ובבריאות,wbbriawt
57287,ובביטחון,wbbivxwn
57288,פנים,pnim
57289,בלתי,blti
57290,מזוין,mzwin
57291,בסיס,bsis
57292,הנהגתי,hnhgti
57293,משא,mea
57294,ומתן,wmtn
57295,מדיני,mdini
57296,עם,ym
57297,ישראל,ieral
57298,על,yl
57299,פתרון,ptrwn
57300,הקבע,hqby
57301,כאחראים,kaxraim
57302,לא,la
57303,יוכלו,iwklw
57304,להיות,lhiwt
57305,שבויים,ebwiim
57306,בסערת,bsyrt
57307,של,el
57308,הטרור,hvrwr
57309,הפלשתיני,hpletini
57310,הם,hm
57311,מדינה,mdinh
57312,עצמאית,ycmait
57313,וריבונית,wribwnit
57314,משלהם,melhm
57315,שתוקם,etwqm
57316,רק,rq
57317,תקבל,tqbl
57318,על,yl
57319,עצמה,ycmh
57320,מגבלות,mgblwt
57321,הנובעות,hnwbywt
57322,מצרכי,mcrki
57323,הביטחון,hbivxwn
57324,של,el
57325,ישראל,ieral
57326,לטווח,lvwwx
57327,רחוק,rxwq
57328,הצעת,hcyt
57329,יעקובי,iyqwbi
57330,מתונה,mtwnh
57331,מדי,mdi
57332,בחתירתה,bxtirth
57333,הרופפת,hrwppt
57334,כניסת,knist
57335,פועלים,pwylim
57336,מהשטחים,mhevxim
57337,אולי,awli
57338,אין,ain
57339,גם,gm
57340,בהיערכות,bhiyrkwt
57341,מחדש,mxde
57342,שומרון,ewmrwn
57343,ועזה,wyzh
57344,יש,ie
57345,צורך,cwrk
57346,לאורך,lawrk
57347,הירדן,hirdn
57348,וראשי,wraei
57349,ההרים,hhrim
57350,חדירת,xdirt
57351,נשק,neq
57352,כבד,kbd
57353,במשמר,bmemr
57354,חד,xd
57355,העושה,hyweh
57356,דרכו,drkw
57357,להתנחלויות,lhtnxlwiwt
57358,של,el
57359,יסכל,iskl
57360,פחות,pxwt
57361,טרור,vrwr
57362,מאשר,maer
57363,עתה,yth
57364,במה,bmh
57365,זה,zh
57366,רע,ry
57367,מהמצב,mhmcb
57368,הנוכחי,hnwkxi
57369,מעבר,mybr
57370,הפועלים,hpwylim
57371,לעבודה,lybwdh
57372,בישראל,bieral
57373,שהוא,ehwa
57374,מוצדק,mwcdq
57375,והכרחי,whkrxi
57376,כל,kl
57377,עוד,ywd
57378,אין,ain
57379,מניחים,mnixim
57380,להם,lhm
57381,מקורות,mqwrwt
57382,נפשם,npem
57383,בשטחים,bevxim
57384,גורם,gwrm
57385,להרג,lhrg
57386,יותר,iwtr
57387,יהודים,ihwdim
57388,ופלשתינאים,wpletinaim
57389,חוליית,xwliit
57390,טרור,vrwr
57391,זה,zh
57392,בוודאי,bwwdai
57393,נכון,nkwn
57394,לגבי,lgbi
57395,רצועת,rcwyt
57396,עזה,yzh
57397,מי,mi
57398,יבוא,ibwa
57399,מחאן,mxan
57400,יונס,iwns
57401,לאשקלון,laeqlwn
57402,לא,la
57403,ולא,wla
57404,יידקר,iidqr
57405,חיל,xil
57406,הים,him
57407,יפטרל,ipvrl
57408,לאורך,lawrk
57409,חופי,xwpi
57410,הרצועה,hrcwyh
57411,ויבטיח,wibvix
57412,כי,ki
57413,לא,la
57414,אליה,alih
57415,ארטילרי,arvilri
57416,כבר,kbr
57417,התנסה,htnsh
57418,בכך,bkk
57419,בלבנון,blbnwn
57420,עם,ym
57421,תעוזה,tywzh
57422,ונכונות,wnkwnwt
57423,להתנער,lhtnyr
57424,של,el
57425,המערך,hmyrk
57426,גדות,gdwt
57427,לירדן,lirdn
57428,של,el
57429,הליכוד,hlikwd
57430,אפשר,aper
57431,דרך,drk
57432,חדשה,xdeh
57433,בהתייחסו,bhtiixsw
57434,למערכת,lmyrkt
57435,היחסים,hixsim
57436,בין,bin
57437,ישראל,ieral
57438,וארצות,warcwt
57439,הברית,hbrit
57440,העדיף,hydip
57441,כתבו,ktbw
57442,הוול,hwwl
57443,סטריט,svriv
57444,זורנל,zwrnl
57445,בישראל,bieral
57446,דווקא,dwwqa
57447,ברוגז,brwgz
57448,שהביעו,ehbiyw
57449,בפניו,bpniw
57450,פקידים,pqidim
57451,בירושלים,birwelim
57452,על,yl
57453,כך,kk
57454,שהממשל,ehmmel
57455,אינו,ainw
57456,משתף,metp
57457,את,at
57458,ישראל,ieral
57459,בתוכניותיו,btwkniwtiw
57460,במפרץ,bmprc
57461,איש,aie
57462,מכחיש,mkxie
57463,כי,ki
57464,מאז,maz
57465,פרץ,prc
57466,במפרץ,bmprc
57467,נמנע,nmny
57468,מלקיים,mlqiim
57469,ישראל,ieral
57470,דיאלוג,dialwg
57471,אסטראטגי,asvravgi
57472,המשבחים,hmebxim
57473,ישראל,ieral
57474,על,yl
57475,גישת,giet
57476,הנמוך,hnmwk
57477,שהיא,ehia
57478,נוקטת,nwqvt
57479,מתעלמים,mtylmim
57480,מהעובדה,mhywbdh
57481,שבעצם,ebycm
57482,הממשל,hmmel
57483,מותיר,mwtir
57484,אחרת,axrt
57485,באופן,bawpn
57486,פרדוקסלי,prdwqsli
57487,נוצר,nwcr
57488,מצב,mcb
57489,שבו,ebw
57490,מתחמקת,mtxmqt
57491,מלקיים,mlqiim
57492,האסטראטגית,hasvravgit
57493,דווקא,dwwqa
57494,עם,ym
57495,המדינה,hmdinh
57496,היחידה,hixidh
57497,במזרח,bmzrx
57498,התיכון,htikwn
57499,עמה,ymh
57500,יש,ie
57501,לה,lh
57502,הסכם,hskm
57503,חתום,xtwm
57504,פעולה,pywlh
57505,אסטראטגי,asvravgi
57506,לעומת,lywmt
57507,זאת,zat
57508,עם,ym
57509,מדינות,mdinwt
57510,ערביות,yrbiwt
57511,ובהן,wbhn
57512,כאלו,kalw
57513,לפני,lpni
57514,חודשים,xwdeim
57515,הוגדרו,hwgdrw
57516,כעוינות,kywinwt
57517,מקיים,mqiim
57518,הממשל,hmmel
57519,דושיח,dweix
57520,ברמה,brmh
57521,האסטראטגית,hasvravgit
57522,פעולה,pywlh
57523,צבאי,cbai
57524,הדוק,hdwq
57525,תקדים,tqdim
57526,בירושלים,birwelim
57527,יש,ie
57528,אמנם,amnm
57529,כי,ki
57530,דווקא,dwwqa
57531,המפרץ,hmprc
57532,הבהירו,hbhirw
57533,חשיבותה,xeibwth
57534,של,el
57535,ישראל,ieral
57536,כנכס,knks
57537,אסטראטגי,asvravgi
57538,אך,ak
57539,עובדה,ywbdh
57540,היא,hia
57541,שעם,eym
57542,מקיים,mqiim
57543,הממשל,hmmel
57544,דיונים,diwnim
57545,אך,ak
57546,ורק,wrq
57547,ברמה,brmh
57548,הביורוקרטית,hbiwrwqrvit
57549,בהיעדרם,bhiydrm
57550,של,el
57551,אסטראטגי,asvravgi
57552,ותיאום,wtiawm
57553,אופרטיווי,awprviwwi
57554,בתקופה,btqwph
57555,של,el
57556,ביטחוני,bivxwni
57557,גבוה,gbwh
57558,סכנת,sknt
57559,החרפה,hxrph
57560,ביחסים,bixsim
57561,שתי,eti
57562,המדינות,hmdinwt
57563,שי,ei
57564,פלדמן,pldmn
57565,מהמרכז,mhmrkz
57566,למחקרים,lmxqrim
57567,באוניברסיטת,bawnibrsivt
57568,טוען,vwyn
57569,כי,ki
57570,ישראל,ieral
57571,עלולה,ylwlh
57572,למצוא,lmcwa
57573,עצמה,ycmh
57574,מואשמת,mwaemt
57575,את,at
57576,ניצוץ,nicwc
57577,מבלי,mbli
57578,להתחשב,lhtxeb
57579,באינטרסים,bainvrsim
57580,וכמי,wkmi
57581,לאובדן,lawbdn
57582,חיי,xii
57583,חיילים,xiilim
57584,אמריקאים,amriqaim
57585,רבים,rbim
57586,מקורה,mqwrh
57587,הסכנה,hsknh
57588,הטמונה,hvmwnh
57589,במצב,bmcb
57590,הקיים,hqiim
57591,בכך,bkk
57592,שישראל,eieral
57593,תיאלץ,tialc
57594,להגיב,lhgib
57595,בפרופיל,bprwpil
57596,מאוד,mawd
57597,כפי,kpi
57598,שכבר,ekbr
57599,הבהיר,hbhir
57600,שר,er
57601,הביטחון,hbivxwn
57602,על,yl
57603,כל,kl
57604,פגיעה,pgiyh
57605,עיראקית,yiraqit
57606,בשטחה,bevxh
57607,אפילו,apilw
57608,פגיעתו,pgiytw
57609,טיל,vil
57610,עיראקי,yiraqi
57611,אחד,axd
57612,בלבד,blbd
57613,דן,dn
57614,פעולה,pywlh
57615,צבאית,cbait
57616,ישראלית,ieralit
57617,משמעותי,memywti
57618,תגובתה,tgwbth
57619,של,el
57620,ישראל,ieral
57621,לא,la
57622,תתכוון,ttkwwn
57623,עלולה,ylwlh
57624,להוביל,lhwbil
57625,להתלקחות,lhtlqxwt
57626,מלחמה,mlxmh
57627,כוללת,kwllt
57628,במקרה,bmqrh
57629,כזה,kzh
57630,של,el
57631,תיאום,tiawm
57632,מוקדם,mwqdm
57633,בין,bin
57634,ישראל,ieral
57635,עלול,ylwl
57636,הצבא,hcba
57637,האמריקאי,hamriqai
57638,לספוג,lspwg
57639,אבידות,abidwt
57640,שיוגדרו,eiwgdrw
57641,על,yl
57642,ידי,idi
57643,מפקדיו,mpqdiw
57644,כמיותרות,kmiwtrwt
57645,ונובעות,wnwbywt
57646,מהעובדה,mhywbdh
57647,שלא,ela
57648,הם,hm
57649,קבעו,qbyw
57650,את,at
57651,של,el
57652,המלחמה,hmlxmh
57653,חוגים,xwgim
57654,במשרד,bmerd
57655,הביטחון,hbivxwn
57656,טענו,vynw
57657,בסוף,bswp
57658,השבוע,hebwy
57659,כי,ki
57660,כל,kl
57661,להגיע,lhgiy
57662,עם,ym
57663,האמריקאים,hamriqaim
57664,מראש,mrae
57665,בדרג,bdrg
57666,העליון,hyliwn
57667,בכל,bkl
57668,האמור,hamwr
57669,של,el
57670,שתי,eti
57671,המדינות,hmdinwt
57672,הצפויים,hcpwiim
57673,במקרה,bmqrh
57674,של,el
57675,התלקחות,htlqxwt
57676,בבוא,bbwa
57677,הרגע,hrgy
57678,המתאים,hmtaim
57679,טענו,vynw
57680,ייעשה,iiyeh
57681,התיאום,htiawm
57682,הבעיה,hbyih
57683,היא,hia
57684,שבמקרים,ebmqrim
57685,קיימת,qiimt
57686,סכנה,sknh
57687,כה,kh
57688,מהירה,mhirh
57689,במצב,bmcb
57690,שלא,ela
57691,תותיר,twtir
57692,אפשרות,aperwt
57693,לבצע,lbcy
57694,תיאום,tiawm
57695,מראש,mrae
57696,תגובה,tgwbh
57697,צבאית,cbait
57698,כמובן,kmwbn
57699,פעילות,pyilwt
57700,באזור,bazwr
57701,המצוי,hmcwi
57702,בכיסוי,bkiswi
57703,אמריקאי,amriqai
57704,שבו,ebw
57705,מאות,mawt
57706,מטוסי,mvwsi
57707,אמריקאיים,amriqaiim
57708,וסעודיים,wsywdiim
57709,חוסר,xwsr
57710,של,el
57711,פעולה,pywlh
57712,כזאת,kzat
57713,עם,ym
57714,הפיקוד,hpiqwd
57715,הצבאי,hcbai
57716,האמריקאי,hamriqai
57717,במפרץ,bmprc
57718,עלול,ylwl
57719,לגרום,lgrwm
57720,לאסונות,laswnwt
57721,שלאורם,elawrm
57722,תיראה,tirah
57723,פרשת,pret
57724,הפצצת,hpcct
57725,הספינה,hspinh
57726,והזעם,whzym
57727,האמריקאי,hamriqai
57728,שהופנה,ehwpnh
57729,נגד,ngd
57730,בעקבותיה,byqbwtih
57731,כמשחק,kmexq
57732,ילדים,ildim
57733,העברתם,hybrtm
57734,תצלומי,tclwmi
57735,לווייני,lwwiini
57736,לישראל,lieral
57737,42,42
57738,שעות,eywt
57739,לאחר,laxr
57740,שצולמו,ecwlmw
57741,אינה,ainh
57742,פתרון,ptrwn
57743,לבעיה,lbyih
57744,המבצעית,hmbcyit
57745,שתתעורר,ettywrr
57746,פרוץ,prwc
57747,פעולות,pywlwt
57748,האיבה,haibh
57749,באזור,bazwr
57750,אולם,awlm
57751,המדובר,hmdwbr
57752,בתיאום,btiawm
57753,מראש,mrae
57754,של,el
57755,הצבאיים,hcbaiim
57756,העתידיים,hytidiim
57757,יש,ie
57758,חשיבות,xeibwt
57759,מרובה,mrwbh
57760,להשגת,lhegt
57761,הסכמה,hskmh
57762,בין,bin
57763,שתי,eti
57764,בדבר,bdbr
57765,של,el
57766,ישראל,ieral
57767,במקרה,bmqrh
57768,הידרדרות,hidrdrwt
57769,צבאית,cbait
57770,באזור,bazwr
57771,בקרב,bqrb
57772,שני,eni
57773,הממשלים,hmmelim
57774,בירושלים,birwelim
57775,ובוואשינגטון,wbwwaeingvwn
57776,שוררת,ewrrt
57777,ההכרה,hhkrh
57778,כי,ki
57779,אם,am
57780,תימנע,timny
57781,מלהכות,mlhkwt
57782,את,at
57783,עיראק,yiraq
57784,לא,la
57785,יחלוף,ixlwp
57786,זמן,zmn
57787,רב,rb
57788,עד,yd
57789,שישראל,eieral
57790,תיאלץ,tialc
57791,לעשות,lyewt
57792,בעצמה,bycmh
57793,העיראקי,hyiraqi
57794,המתעצם,hmtycm
57795,והחשש,whxee
57796,מפני,mpni
57797,השלמת,helmt
57798,תוכניותיו,twkniwtiw
57799,הגרעיניות,hgryiniwt
57800,של,el
57801,סדאם,sdam
57802,חוסיין,xwsiin
57803,בכוח,bkwx
57804,ההרתעה,hhrtyh
57805,הישראלית,hieralit
57806,כך,kk
57807,שאינם,eainm
57808,מאפשרים,maperim
57809,לה,lh
57810,להשלים,lhelim
57811,לטווח,lvwwx
57812,ארוך,arwk
57813,עם,ym
57814,הפרת,hprt
57815,הכוחות,hkwxwt
57816,בינה,binh
57817,ובין,wbin
57818,מדינות,mdinwt
57819,החזית,hxzit
57820,המזרחית,hmzrxit
57821,אין,ain
57822,מדובר,mdwbr
57823,הפעם,hpym
57824,בעוד,bywd
57825,פעולה,pywlh
57826,דוגמת,dwgmt
57827,הכור,hkwr
57828,בבגדד,bbgdd
57829,בידי,bidi
